type,parent,context,contains_class_definition,contains_function_definition,contains_if_statement,contains_for_statement,contains_while_statement,contains_try_statement,contains_with_statement,contains_return_statement,contains_assert_statement,contains_break_statement,contains_continue_statement,contains_raise_statement,contains_import_statement,contains_import_from_statement,contains_pass_statement,contains_delete_statement,contains_exec_statement,contains_future_import_statement,contains_global_statement,contains_nonlocal_statement,contains_print_statement,contains_assignment,contains_call,contains_await,contains_yield,contains_logging
e,c,cdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnminmnnmimjunnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
e,i,cdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmenn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
e,e,cmmnencdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnminmnnmimjunnnnnnnemnmmnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
e,c,cmmnencdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnminmnnmimjunnnnnnnemnmmnmmnmenmnmdnmnmmnm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
e,c,cmmnencdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnminmnnmimjunnnnnnnemnmmnmmnmenmnmdnmnmmnmmnmmmnmmenmnmmnmmmnmnmmnmnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
e,d,aAvdmjmmvvvvvvgwkwwwmmnbcmmmbcmmmmmmmmmmmmcdmmnnmnqcmncqcmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnknkvmnndmnnnjmndmjmmnmnnmnmmmndnjmnndmdmndmnndnnndnnnjenniniqncqncmmmndmnimjmennmmndmnimjmennqnncmmnencdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnminmnnmimjunnnnnnnemnmmnmmnmenmnmdnmnmmnmmnmmmnmmenmnmmnmmmnmnmmnmnmmnmnmnmmmnmqnbcmndnnjdmnjmndnmjmnnnncmnnndmnjmnmnmmndnjnnnnbcmcqncdqniqnjnqcmnnmndnnqimnjmndnmjmnnnqcmnmnmnnnnqdmncmnqcqcqnnndmnenmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g,a,aAvdmjmmvvvvvvgw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g,c,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmn,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
i,d,cmmdmmmmmnngmnedmnmninmnmnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i,d,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i,d,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnknkvmnndmnnnjmndmjmmnmnnmnmmmndnjmnndmdmndmnndnnndnnnjennin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i,d,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnknkvmnndmnnnjmndmjmmnmnnmnmmmndnjmnndmdmndmnndnnndnnnjennini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
i,d,cmmmndmnim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i,d,cmmmndmnimjmennmmndmnim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i,d,cdmnnnmnjmnnnmmdmim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i,d,cdmnnnmnjmnnnmmdmimjmdmnimn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
i,d,cdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
i,d,cdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnminmnnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
i,d,cdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnminmnnmim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i,d,cdqniqn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i,d,cmnnmndnnqimn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,aAvdmjmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnknkvmnndmnnnjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnknkvmnndmnnnjmndmjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnknkvmnndmnnnjmndmjmmnmnnmnmmmndnjmnndmdmndmnndnnndnnnjennini,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnknkvmnndmnnnjmndmjmmnmnnmnmmmndnjmnndmdmndmnndnnndnnnjenn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j,d,cmmmndmnimjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cmmmndmnimjmennmmndmnimjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cdmnnnmnjmnnnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,cdmnnnmnjmnnnmmdmimjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cdmnnnmnjmnnnmmdmimjmdmnimnemnmdmdminmmennnminmnnmimjunn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j,d,cmndnnjdmnjmndnmjmnnnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
j,d,cmndnnjdmnjmndnmjm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,cmndnnjdmnjmndnmjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cmnnndmnjmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,cmnnndmnjmnmnmmndnjn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
j,d,cdqniqnjnq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
j,d,cmnnmndnnqimnjmndnmjm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,cmnnmndnnqimnjmndnmjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
k,g,aAvdmjmmvvvvvvgwkw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
k,g,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnkn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
k,g,cmmdmmmmmnngmnedmnmninmnmnmmnmnednmmmnnndmnmdmnmnmdmnnimjmmmnknkvmnndmnnnjmn,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
b,a,bcq,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,j,bmmcmdvmndmdmmn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
b,a,bmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
b,j,bmmcmmmcmnndndndnmnndnnnnndnndmnnnnqn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
b,a,bcmcq,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,d,cmndnq,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,d,cmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmdvmndmdmmn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cdnundundunmdmnmmnndnnnmnmm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmngmnqnnkduqnn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,b,cmnndndndnmnndnnnnndnndmnnnnqn,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,b,cq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c,a,cdgqkundqnmnmeednnmmgmkunjq,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,a,cBmnq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
c,a,cBq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
d,a,avvvgvwkwwwwmdvmcmndnqm,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
d,c,cmndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,g,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnm,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
d,c,cmdvmn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
d,c,cmdvmndm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,c,cmdvmndmdmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,j,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cdnun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cdnundun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cdnundundun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cdnundundunmdmnmmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,c,cdnundundunmdmnmmnndnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,k,cmngmnqnnkdu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,a,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnnbmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnnmnndnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmnndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmnndndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmnndndndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmnndndndnmnndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmnndndndnmnndnnnnndnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmnndndndnmnndnnnnndnndmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
d,c,cdgqkun,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cdgqkundqn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,e,cdgqkundqnmnmeednn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
e,c,cdgqkundqnmnmeednnmm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
e,e,cdgqkundqnmnmeednn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g,a,avvvgvw,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
g,a,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnm,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g,c,cmngmnqnn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g,a,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnnbmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnnmnndnngv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g,j,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnnbmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnnmnndnngvkxjgw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g,k,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnnbmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnnmnndnngvkxjgwkgw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g,d,cdgq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g,c,cdgqkundqnmnmeednnmmgm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,g,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnn,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
j,g,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnnbmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnnmnndnngvkxjgwkgwkwbmmcmmmcmnndndndnmnndnnnnndnndmnnnnqnmnnnnnn,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,g,cdgqkundqnmnmeednnmmgmkunjq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k,g,avvvgvwkww,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
k,g,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
k,g,cmngmnqnnkduqnn,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k,g,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnnbmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnnmnndnngvkx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
k,g,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnnbmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnnmnndnngvkxjgwkgwkw,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k,g,avvvgvwkwwwwmdvmcmndnqmmmbcqgvdvmcmnnmkmxjbmmcmdvmndmdmmnmnnnnvdnnnbmmcdnundundunmdmnmmnndnnnmnmmcmngmnqnnkduqnnmnndnngvkxjgwkgwkw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
k,g,cdgqkun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k,g,cdgqkundqnmnmeednnmmgmkun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,a,bcmmmncqdmjcqnncqnnn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,a,bcmmmmmmmmmmmdmnmnmddmjmdmimjmmmmdnmnmnnmnmmnmnddnnddnnmdmjmmnmcdqnjqncmmnmnmndmnnjmdnmnnnnnimednmnjmnninnnndmnnndnnndmnnnendnnjndmnnnennenmnmnmndnnnmnnnmdndmnmnnmnmnnjmnnunnnenqcdqmnmndmnjmnmnndmnnndmnnnnmnmmnnqcmndenendmsjunjmdmmndunqcqncmmnmmmndmdmmdmnmnmnmnnnqnncmmmmdmnnmdmenmnndndunmjmnddnmndunmnmnnmenmdnmndmjmjmnqcmmmdnnmdnnmjmdmdnndngnkmnnninnnmndmnnindedmnjmndmnnedninimnjxinmemndmnnimnnnqcmnmnmnnndnmnnninmnmndmnnmnqnmmmmcmnmnmmnnmendnmmdtdtmmnmnnqcmmednmndnmnmmmmmdnndnmnmnmndmmmenmnenneenmmdmmnmnmdmnmnmdmnmmjmnmmnjmnmnndmnnmnmmmmmjmmemmmmmemmmmmnmnndnmnmnmndnmnmmmndenmnemndtmmmnnnmmmmnemmnnnmmnmmndmmnmnnnmmmnnnemndmemnnmnnmndnjxmnmgmnnmmkmmdmmyjmmmnmnnnmdmnyjmdmmenmnmnmmmnnnemnenmdtmnmmmemndtmmnmnnnmmnnmnndmmnnnnnnmmednmqcmdmnndnmndnmnmnndnnmjmmqmmnmndmnmnnnqcmcndnnncmednminminmnjtememdtmenmnmnmnnnmdndendnminminmmndmnnq,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,b,cmmmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,j,cqnn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,b,cqnnn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,b,cmmmmmmmmmmmdmnmnmddmjmdmimjmmmmdnmnmnnmnmmnmnddnnddnnmdmjmmnm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cdqnjqn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,b,cmmnmnmndmnnjmdnmnnnnnimednmnjmnninnnndmnnndnnndmnnnendnnjndmnnnennenmnmnmndnnnmnnnmdndmnmnnmnmnnjmnnunnnenq,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cdqmnmndmnjmnmnndmnnndmnnnnmnmmnnq,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
c,b,cmndenendmsjunjmdmmndunq,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cqn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,b,cmmnmmmndmdmmdmnmnmnmnnnqnn,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmmmmdmnnmdmenmnndndunmjmnddnmndunmnmnnmenmdnmndmjmjmnq,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,b,cmmmdnnmdnnmjmdmdnndngnkmnnninnnmndmnnindedmnjmndmnnedninimnjxinmemndmnnimnnnq,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,b,cmnmnmnnndnmnnninmnmndmnnmnqn,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmnmnmmnnmendnmmdtdtmmnmnnq,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmmednmndnmnmmmmmdnndnmnmnmndmmmenmnenneenmmdmmnmnmdmnmnmdmnmmjmnmmnjmnmnndmnnmnmmmmmjmmemmmmmemmmmmnmnndnmnmnmndnmnmmmndenmnemndtmmmnnnmmmmnemmnnnmmnmmndmmnmnnnmmmnnnemndmemnnmnnmndnjxmnmgmnnmmkmmdmmyjmmmnmnnnmdmnyjmdmmenmnmnmmmnnnemnenmdtmnmmmemndtmmnmnnnmmnnmnndmmnnnnnnmmednmq,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmdmnndnmndnmnmnndnnmjmmqmmnmndmnmnnnq,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
c,b,cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,b,cndnnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c,b,cmednminminmnjtememdtmenmnmnmnnnmdndendnminminmmndmnnq,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,a,cmdqdmnjmdmnmndmnq,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,a,aAvdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,b,bcmmmncqdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,c,cmmmmmmmmmmmdmnmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,c,cmmmmmmmmmmmdmnmnmddmjm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
d,d,cmmmmmmmmmmmdmnmnmddm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,c,cmmmmmmmmmmmdmnmnmddmjmdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,c,cmmmmmmmmmmmdmnmnmddmjmdmimjmmmmdnmnmnnmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
d,c,cmmmmmmmmmmmdmnmnmddmjmdmimjmmmmdnmnmnnmnmmnmnddnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,d,cmmmmmmmmmmmdmnmnmddmjmdmimjmmmmdnmnmnnmnmmnmnddnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmmmmmmmmmmmdmnmnmddmjmdmimjmmmmdnmnmnnmnmmnmnddnnddnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,d,cmmmmmmmmmmmdmnmnmddmjmdmimjmmmmdnmnmnnmnmmnmnddnnddnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmmmmmmmmmmmdmnmnmddmjmdmimjmmmmdnmnmnnmnmmnmnddnnddnnmdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,c,cdqn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cmmnmnmndmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
